Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Model_clean
Accident,27/10/1991,"GROTON, CT",United States,Non-Fatal,Substantial,N14256,Piper,piper,No,Reciprocating,Reciprocating,Business,0,1,2,0,imc,Approach,Probable Cause,1991,piper
Accident,12/07/1983,"ELLENWOOD, GA",United States,Fatal(2),Substantial,N92367,Piper,piper,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Maneuvering,Probable Cause,1983,piper
Accident,30/05/2021,"Inmediaciones Municipio Paz de Ariporo, Casanare, OF",Colombia,Fatal,Unknown,HK1477,CESSNA,cessna,No,Unknown,Unknown,Unknown,1,0,0,0,UNK,Unknown,Unknown,2021,cessna
Accident,11/09/1992,"MOUNTAIN HOME, ID",United States,Non-Fatal,Substantial,N6107U,York,york,Yes,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Landing,Probable Cause,1992,york
Accident,25/07/1986,"DULUTH, MN",United States,Non-Fatal,Substantial,N5499B,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Cruise,Probable Cause,1986,cessna
Accident,15/11/1988,"HOUSTON, TX",United States,Non-Fatal,Substantial,N1639B,Luscombe,luscombe,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Landing,Probable Cause,1988,luscombe
Accident,29/03/2015,"West Chester, PA",United States,Fatal,Destroyed,N6842W,PIPER,piper,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Unknown,"The failure of the flight instructor and the pilot to abort the takeoff after the airplane experienced a partial loss of engine power with adequate runway remaining, and their subsequent failure to maintain adequate airspeed, which led to the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall. Contributing to the accident was an intermittent loss of engine power for reasons that could not be determined during postaccident examination of the wreckage due to extensive postcrash fire damage.",2015,piper
Accident,19/11/1988,"GANS, PA",United States,Fatal(2),Destroyed,N2153U,Piper,piper,No,Reciprocating,Reciprocating,Personal,2,0,0,0,imc,Climb,Probable Cause,1988,piper
Accident,28/04/2012,"Coalinga, CA",United States,Non-Fatal,Substantial,N2841W,Hawker Beech,hawker beech,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Unknown,"The pilot's improper fuel management, which resulted in a loss of engine power due to fuel starvation.",2012,hawker beech
Accident,09/09/2000,"DILLON, SC",United States,Non-Fatal,Substantial,N7955,Grumman,grumman,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,2000,grumman
Accident,01/07/2006,"GUSTAVUS, AK",United States,Non-Fatal,Substantial,N8690M,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,2006,beech
Incident,27/03/2013,"Valencian, Spain",Spain,Non-Fatal,Minor,EI-DLE,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,176,UNK,Unknown,Unknown,2013,boeing
Accident,02/04/2000,"SACRAMENTO, CA",United States,Non-Fatal,Substantial,N4419Q,Owens/richburg,owens/richburg,Yes,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Approach,Probable Cause,2000,owens/richburg
Accident,06/07/1985,"WOOSTER, OH",United States,Non-Fatal,Substantial,N4628S,Jodel,jodel,Yes,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,1985,jodel
Accident,06/06/1989,"SKANEATELES, NY",United States,Non-Fatal,Substantial,N26Q,Davis,davis,Yes,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Landing,Probable Cause,1989,davis
Accident,26/01/1986,"LA HABRA, CA",United States,Non-Fatal,Substantial,N3177G,Bell,bell,No,Turbo Shaft,Turbo Shaft,Unknown,0,0,2,4,vmc,Takeoff,Probable Cause,1986,bell
Accident,05/05/2010,"Fort Worth, TX",United States,Non-Fatal,Substantial,N265RA,REMOS AIRCRAFT GMBH,remos aircraft gmbh,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,The student pilots loss of control and the instructors delayed remedial action.,2010,remos aircraft gmbh
Accident,10/08/1993,"LEXINGTON, NE",United States,Non-Fatal,Destroyed,N4802Q,Cessna,cessna,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,1993,cessna
Accident,29/04/1983,"MEXICAN HAT, UT",United States,Non-Fatal,Substantial,N8056Z,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,0,2,vmc,Landing,Probable Cause,1983,cessna
Accident,21/02/1999,"EAST TROY, WI",United States,Non-Fatal,Substantial,N3177Y,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,0,5,vmc,Taxi,Probable Cause,1999,cessna
Accident,11/02/1983,SAN JUAN,Puerto Rico,Fatal(1),Destroyed,N5627Y,Piper,piper,No,Reciprocating,Reciprocating,Business,1,0,0,0,vmc,Takeoff,Probable Cause,1983,piper
Accident,13/02/1984,"VACAVILLE, CA",United States,Non-Fatal,Substantial,N704JP,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Cruise,Probable Cause,1984,cessna
Accident,25/09/2004,"ANDERSON, SC",United States,Non-Fatal,Substantial,N29650,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,0,4,vmc,Cruise,Probable Cause,2004,cessna
Accident,11/06/2012,"Colfax, WA",United States,Non-Fatal,Substantial,N4715D,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The total loss of engine power during cruise flight due to the missing carburetor drain plug, which had not been secured with safety wire.",2012,cessna
Accident,10/10/2020,"Friendly, MD",United States,Non-Fatal,Substantial,N155TE,PIPER,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Unknown,The pilots failure to maintain control of the airplane during an aborted landing and the flight instructors inadequate remedial action.,2020,piper
Accident,23/12/2017,"Bethel, AK",United States,Non-Fatal,Substantial,N935CE,MCDONNELL DOUGLAS,mcdonnell douglas,No,Unknown,Unknown,Unknown,0,0,0,3,vmc,Unknown,"failure of a cargo tie-down fastener, resulting in unsecured cargo striking the pressure bulkhead.",2017,mcdonnell douglas
Incident,04/01/2010,"Hahn, Germany",Germany,Non-Fatal,Minor,EI-DAK,BOEING,boeing,No,Unknown,Unknown,Unknown,0,5,0,148,UNK,Unknown,Unknown,2010,boeing
Accident,10/12/1983,"NANTUCKET, MA",United States,Non-Fatal,Substantial,N5041N,Bellanca,bellanca,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Descent,Probable Cause,1983,bellanca
Accident,14/11/1984,"STRONGVILLE, OH",United States,Non-Fatal,Substantial,N4739W,Rockwell,rockwell,No,Reciprocating,Reciprocating,Personal,0,0,1,3,vmc,Takeoff,Probable Cause,1984,rockwell
Accident,05/08/1998,"DELTA JUNCTION, AK",United States,Non-Fatal,Substantial,N8835K,Stinson,stinson,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1998,stinson
Accident,28/10/2010,"Aiken, SC",United States,Fatal,Substantial,N6655X,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,imc,Unknown,"The pilot's inadequate weather planning and improper decision to continue a visual flight rules flight into instrument meteorological conditions, which resulted in a loss of control due to spatial disorientation. Contributing to the accident was the pilots improper use of in-cockpit next generation radar imagery for short-range weather avoidance.",2010,cessna
Accident,11/06/2006,"STUGARTT, AR",United States,Non-Fatal,Substantial,N3542N,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Takeoff,Probable Cause,2006,piper
Accident,28/08/2010,"Bartlesville, OK",United States,Non-Fatal,Substantial,N52071,CESSNA,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Unknown,The student pilot's loss of directional control during takeoff due to an improper flap setting.,2010,cessna
Accident,09/02/1984,"RIVERSIDE, CA",United States,Non-Fatal,Substantial,N5037G,Bellanca,bellanca,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Takeoff,Probable Cause,1984,bellanca
Accident,11/05/1990,"CHAMBLEE, GA",United States,Non-Fatal,Substantial,N2579W,Robinson,robinson,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1990,robinson
Accident,15/08/1986,"NANTUCKET, MA",United States,Non-Fatal,Substantial,N1515B,Luscombe,luscombe,No,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Takeoff,Probable Cause,1986,luscombe
Accident,24/06/2019,"Greeley, CO",United States,Non-Fatal,Substantial,N5866P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,UNK,Unknown,Unknown,2019,piper
Accident,10/04/1988,"MT. PLEASANT, MI",United States,Non-Fatal,Substantial,N528MS,Anderson Pitts,anderson pitts,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Maneuvering,Probable Cause,1988,anderson pitts
Accident,21/06/1985,"GHENT, WV",United States,Non-Fatal,Substantial,N27716,Bell,bell,No,Turbo Shaft,Turbo Shaft,Executive/corporate,0,0,0,1,vmc,Cruise,Probable Cause,1985,bell
Accident,29/04/2019,"Kailua, HI",United States,Fatal,Destroyed,N808NV,ROBINSON,robinson,No,Reciprocating,Reciprocating,Unknown,3,0,0,0,vmc,Unknown,"The helicopters encounter with a strong downdraft or outflow boundary while operating at a higher than recommended airspeed in turbulence which resulted in a low-G condition, excessive main rotor flapping, and an in-flight breakup when the main rotor contacted the cabin area.   ",2019,robinson
Accident,28/08/1986,"LANDER, WY",United States,Fatal(7),Destroyed,N2727A,Cessna,cessna,No,Turbo Prop,Turbo Prop,Unknown,7,0,0,0,vmc,Takeoff,Probable Cause,1986,cessna
Accident,31/08/2015,"Hebron, OH",United States,Non-Fatal,Substantial,N443JF,FERENCE JOHN W,ference john w,Yes,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Unknown,The loss of engine power for reasons that could not be determined because a postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,2015,ference john w
Accident,10/05/1989,"COTTAGE GROVE, MN",United States,Non-Fatal,Substantial,N5357Q,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Maneuvering,Probable Cause,1989,cessna
Accident,12/12/2004,"Morris, OK",United States,Fatal(2),Destroyed,N222CE,Crosley,crosley,Yes,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Maneuvering,Probable Cause,2004,crosley
Incident,17/04/1985,"BROOMFIELD, CO",United States,Incident,Minor,N7411N,Hiller,hiller,No,Reciprocating,Reciprocating,Unknown,0,0,0,2,vmc,Approach,Probable Cause,1985,hiller
Accident,07/07/2002,"DILLINGHAM, AK",United States,Non-Fatal,Substantial,N91855,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Taxi,Probable Cause,2002,piper
Accident,03/04/2014,"Clayton, AL",United States,Non-Fatal,Substantial,N1631X,CESSNA,cessna,No,Reciprocating,Reciprocating,Instructional,0,1,0,1,vmc,Unknown,"Maintenance personnels failure to properly torque the engine case through bolts, which resulted in the fatigue fracture of the crankshaft and subsequent total loss of engine power.",2014,cessna
Accident,12/06/2005,"CHIPLEY, FL",United States,Non-Fatal,Substantial,N456MH,Highsmith,highsmith,Yes,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Takeoff,Probable Cause,2005,highsmith
Incident,24/10/2006,"Sherman, IL",United States,Incident,Unknown,N6090P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,2006,piper
Accident,03/06/2001,"BIGGIN HILL, United Kingdom",United Kingdom,Fatal(1),Destroyed,Unknown,Bell,bell,No,Unknown,Unknown,Unknown,1,0,0,0,UNK,Unknown,Foreign,2001,bell
Accident,05/08/1994,"KING SALMON, AK",United States,Non-Fatal,Substantial,N5120X,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,0,4,vmc,Takeoff,Probable Cause,1994,cessna
Accident,27/08/1982,"GUNNISON, MS",United States,Non-Fatal,Substantial,N6787K,Grumman,grumman,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Maneuvering,Probable Cause,1982,grumman
Accident,29/09/1997,"KING SALMON, AK",United States,Non-Fatal,Substantial,N4900A,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,0,2,vmc,Takeoff,Probable Cause,1997,cessna
Accident,04/04/2007,"STUART, FL",United States,Non-Fatal,Substantial,N35MM,Waco Classic Aircraft,waco classic aircraft,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Takeoff,Probable Cause,2007,waco classic aircraft
Accident,17/06/1989,"SHELBYVILLE, IN",United States,Non-Fatal,Substantial,N43YP,Boeing,boeing,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Approach,Probable Cause,1989,boeing
Accident,12/07/1990,"WICHITA, KS",United States,Non-Fatal,Substantial,N7295F,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Descent,Probable Cause,1990,piper
Accident,10/08/2009,"Salina, KS",United States,Non-Fatal,Substantial,N75263,BOEING,boeing,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Unknown,The pilot's failure to maintain directional control during a touch-and-go.,2009,boeing
Accident,10/08/1988,"LEAVENWORTH, WA",United States,Non-Fatal,Substantial,N62404,Hiller,hiller,No,Turbo Shaft,Turbo Shaft,Instructional,0,0,0,2,vmc,Maneuvering,Probable Cause,1988,hiller
Accident,23/02/2017,"Big Lake, AK",United States,Non-Fatal,Substantial,N6024D,PIPER,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,imc,Unknown,"The contamination of snow and ice on the left main landing gear and brake, which prevented the wheel from rolling during touchdown and resulted in a nose-over.",2017,piper
Accident,30/04/1994,"ENGLEWOOD, FL",United States,Non-Fatal,Substantial,NONE,Air Creation,air creation,Yes,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Approach,Probable Cause,1994,air creation
Accident,11/12/1994,"ANCHORAGE, AK",United States,Non-Fatal,Unknown,N681MA,Boeing,boeing,No,Turbo Fan,Turbo Fan,Unknown,0,1,0,120,vmc,Climb,Probable Cause,1994,boeing
Accident,11/10/2008,"Florence, AZ",United States,Non-Fatal,Substantial,N8567F,BELL,bell,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Unknown,"The pilots inadequate compensation for a wind shift encountered during the landing approach, which resulted in a hard landing and rollover.  Contributing to the accident was the encounter with the wind shift.",2008,bell
Accident,06/05/1990,"SCOTT, AR",United States,Non-Fatal,Substantial,N5187T,Champion,champion,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1990,champion
Accident,08/07/1989,"HOLLY HILL, SC",United States,Non-Fatal,Substantial,N4594T,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1989,piper
Accident,23/02/2010,"Greeley, CO",United States,Non-Fatal,Substantial,N5065X,American Champion,american champion,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,An in-flight failure of the wing fabric for undetermined reasons.,2010,american champion
Accident,21/12/1989,"SANTA ANA, CA",United States,Non-Fatal,Substantial,N611AM,Boeing,boeing,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,111,vmc,Landing,Probable Cause,1989,boeing
Accident,19/07/1994,"FARMINGDALE, NJ",United States,Non-Fatal,Substantial,N269RH,Hoopes,hoopes,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1994,hoopes
Accident,06/06/1996,"SAN LUIS OBISPO, CA",United States,Non-Fatal,Substantial,N926AE,British Aerospace,british aerospace,No,Turbo Prop,Turbo Prop,Positioning,0,0,0,2,imc,Takeoff,Probable Cause,1996,british aerospace
Accident,26/07/2018,"Spring, TX",United States,Non-Fatal,Substantial,N865CP,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Unknown,"The student pilots improper landing flare in a crosswind, which resulted in a hard landing.",2018,cessna
Accident,03/08/2020,"Jackson, WY",United States,Non-Fatal,Substantial,N12171,Cameron,cameron,No,LR,LR,Business,0,8,1,10,vmc,Unknown,"The balloon pilots inability to maintain the proper descent rate during the balloons approach to landing during un-forecasted weather, which resulted in a hard landing.  ",2020,cameron
Accident,27/06/1984,"YUBA CITY, CA",United States,Non-Fatal,Substantial,N530HA,Hiller,hiller,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Takeoff,Probable Cause,1984,hiller
Accident,18/05/2014,"Santa Fe, NM",United States,Non-Fatal,Substantial,N5485V,NORTH AMERICAN,north american,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilot's loss of directional control during landing and subsequent go around attempt.,2014,north american
Accident,22/11/1991,"VANCOUVER, WA",United States,Non-Fatal,Destroyed,N2582J,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,2,3,0,vmc,Approach,Probable Cause,1991,cessna
Accident,13/02/2004,"SUNBURG, MN",United States,Non-Fatal,Substantial,N186AC,American Champion (acac),american champion (acac),No,Reciprocating,Reciprocating,Business,0,0,0,1,vmc,Landing,Probable Cause,2004,american champion (acac)
Accident,11/07/2019,"Talkeetna, AK",United States,Non-Fatal,Substantial,N91299,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The pilot's improper soft-field landing technique, which resulted in a nose-over.

",2019,cessna
Accident,28/05/2018,"Tekamah, NE",United States,Non-Fatal,Substantial,N47252,AERONCA,aeronca,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Unknown,The partial loss of engine power due to the formation of carburetor ice. Contributing to the accident was the pilot's failure to use carburetor heat and his decision to continue flight with reduced engine power rather than landing the airplane on suitable terrain.,2018,aeronca
Accident,27/02/1986,"COATSVILLE, PA",United States,Non-Fatal,Substantial,N821LG,Dassault,dassault,No,Turbo Fan,Turbo Fan,Executive/corporate,0,0,5,1,vmc,Cruise,Probable Cause,1986,dassault
Accident,07/09/1992,"COUNCIL BLUFFS, IA",United States,Non-Fatal,Substantial,N90LB,Curt Hoffstad,curt hoffstad,Yes,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Maneuvering,Probable Cause,1992,curt hoffstad
Accident,03/07/1983,"POINT LOOKOUT, MO",United States,Non-Fatal,Substantial,N5270Y,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,6,vmc,Landing,Probable Cause,1983,piper
Accident,03/01/1996,"TRUJILLO, HONDURAS",Honduras,Fatal(3),Substantial,N91682,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,3,0,0,0,imc,Unknown,Foreign,1996,cessna
Accident,12/05/2002,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,N7608B,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Takeoff,Probable Cause,2002,cessna
Accident,26/12/2006,"SAN DIEGO, CA",United States,Non-Fatal,Substantial,N673AA,Boeing,boeing,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,208,vmc,Taxi,Probable Cause,2006,boeing
Accident,20/03/1994,"BASSETT, NE",United States,Non-Fatal,Substantial,N88HA,Canadair,canadair,No,Turbo Fan,Turbo Fan,Unknown,0,2,0,0,vmc,Cruise,Probable Cause,1994,canadair
Accident,14/11/1994,"CASPER, WY",United States,Non-Fatal,Substantial,N3323P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1994,piper
Accident,30/07/1985,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,N48241,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1985,cessna
Accident,10/08/2013,"Killeen, TX",United States,Non-Fatal,Substantial,N27BD,DOUGLAS BRIAN G,douglas brian g,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The pilots improper management of the fuel mixture, which resulted in an over-rich fuel mixture condition and a subsequent partial loss of engine power.",2013,douglas brian g
Accident,15/08/1983,"RANGELEY, ME",United States,Non-Fatal,Substantial,N39934,Piper,piper,No,Reciprocating,Reciprocating,Unknown,0,0,2,2,vmc,Landing,Probable Cause,1983,piper
Accident,24/05/1982,"ALPHA, FL",United States,Non-Fatal,Destroyed,N53277,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,1,vmc,Takeoff,Probable Cause,1982,cessna
